"text","polarity"
"نصر","pos"
"ترحم","pos"
"يرحم","pos"
"تسامح","pos"
"يسامح","pos"
"نسامح","pos"
"تحيا","pos"
"يحيا","pos"
"نحيا","pos"
"تحمي","pos"
"يحمي","pos"
"نحمي","pos"
"تحفظ","pos"
"يحفظ","pos"
"تفلح","pos"
"يفلح","pos"
"نفلح","pos"
"تكاتف","pos"
"تتفق","pos"
"يتفق","pos"
"نتفق","pos"
"تكفل","pos"
"يكفل","pos"
"نكفل","pos"
"تنصرك","pos"
"ينصرك","pos"
"تطوير","pos"
"تطهير","pos"
"تحفز","pos"
"يحفز","pos"
"نحفز","pos"
"تحترم","pos"
"يحترم","pos"
"نحترم","pos"
"تناغم","pos"
"تاييد","pos"
"تحالف","pos"
"يحالف","pos"
"تفاؤل","pos"
"تعاون","pos"
"تعفو","pos"
"يعفو","pos"
"نعفو","pos"
"تقبل","pos"
"يقبل","pos"
"نقبل","pos"
"تضامن","pos"
"تربح","pos"
"يربح","pos"
"نربح","pos"
"تنعم","pos"
"ينعم","pos"
"يحيه","pos"
"نحيه","pos"
"تهدي","pos"
"يهدي","pos"
"تؤتمن","pos"
"يؤتمن","pos"
"تهديك","pos"
"يهديك","pos"
"ترتاح","pos"
"يرتاح","pos"
"نرتاح","pos"
"تنتصر","pos"
"تفتقد","pos"
"نفتقد","pos"
"تعتذر","pos"
"يعتذر","pos"
"نعتذر","pos"
"تكسب","pos"
"يكسب","pos"
"نكسب","pos"
"يبارك","pos"
"تحرسك","pos"
"يحرسك","pos"
"نحرسك","pos"
"خجل","pos"
"تعقل","pos"
"يعقل","pos"
"تسهم","pos"
"يسهم","pos"
"ترشد","pos"
"يرشد","pos"
"تضحك","pos"
"يضحك","pos"
"نضحك","pos"
"تقدرك","pos"
"يقدرك","pos"
"نقدرك","pos"
"تحدي","pos"
"تحتفل","pos"
"يحتفل","pos"
"نحتفل","pos"
"كراما","pos"
"راسخ","pos"
"تستغفر","pos"
"يستغفر","pos"
"نستغفر","pos"
"تهنئ","pos"
"يهنئ","pos"
"نهنئ","pos"
"تسعد","pos"
"يسعد","pos"
"يخليك","pos"
"ترحمك","pos"
"يرحمك","pos"
"نفيس","pos"
"تشكر","pos"
"يشكر","pos"
"نشكر","pos"
"تحفظك","pos"
"يحفظك","pos"
"نحفظك","pos"
"تعاطف","pos"
"توفقك","pos"
"يوفقك","pos"
"نوفقك","pos"
"تكرمك","pos"
"يكرمك","pos"
"نكرمك","pos"
"تحبك","pos"
"يحبك","pos"
"نحبك","pos"
"تشرف","pos"
"يشرف","pos"
"تعجبن","pos"
"يعجبن","pos"
"تعزك","pos"
"يعزك","pos"
"تشفيك","pos"
"يشفيك","pos"
"تعمير","pos"
"تدعمك","pos"
"يدعمك","pos"
"تكرمه","pos"
"يكرمه","pos"
"نكرمه","pos"
"مظبوط","pos"
"بتفهم","pos"
"اتبسط","pos"
"باحبك","pos"
"سلامتك","pos"
"بحبكو","pos"
"تشكرك","pos"
"يشكرك","pos"
"نشكرك","pos"
"تريحك","pos"
"يريحك","pos"
"نريحك","pos"
"تستقر","pos"
"يستقر","pos"
"نستقر","pos"
"تكحمك","pos"
"يكحمك","pos"
"تجاملك","pos"
"يجاملك","pos"
"رفيق","pos"
"شكرا","pos"
"تسعدك","pos"
"يسعدك","pos"
"نسعدك","pos"
"انتصر","pos"
"ينتصر","pos"
"ننتصر","pos"
"يثق","pos"
"نثق","pos"
"تثق","pos"
"اثق","pos"
"يدعم","pos"
"تدعم","pos"
"ندعم","pos"
"يطهر","pos"
"نخوه","pos"
"تنظيم","pos"
"توضيح","pos"
"يفتقد","pos"
"تحفه","pos"
"تواضع","pos"
"تائب","pos"
"تنصره","pos"
"ينصره","pos"
"ننصره","pos"
"نبارك","pos"
"تستحي","pos"
"يستحي","pos"
"نستحي","pos"
"بنحبك","pos"
"نرحمك","pos"
"تنهض","pos"
"ينهض","pos"
"ننهض","pos"
"الاستقرار","pos"
"الاهتمام","pos"
"نرحم","pos"
"تعجبني","pos"
"يعجبني","pos"
"محترمه","pos"
"الجدعان","pos"
"تغيير","pos"
"الجفاف","pos"
"تنصرهم","pos"
"ينصرهم","pos"
"ننصرهم","pos"
"تجتهد","pos"
"يجتهد","pos"
"نجتهد","pos"
"تحن","pos"
"يحن","pos"
"مقبولا","pos"
"بيضحك","pos"
"الحمد","pos"
"صحيحه","pos"
"بحبه","pos"
"تقويكي","pos"
"يقويكي","pos"
"تسلمي","pos"
"يحظك","pos"
"تسعدنا","pos"
"يسعدنا","pos"
"بحبوا","pos"
"الشجاعه","pos"
"تفهمك","pos"
"يفهمك","pos"
"نفهمك","pos"
"تفديك","pos"
"يفديك","pos"
"نفديك","pos"
"مداح","pos"
"يزكوا","pos"
"ترحمه","pos"
"يرحمه","pos"
"نرحمه","pos"
"ناجحه","pos"
"يدعمه","pos"
"الاعتراف","pos"
"المسانده","pos"
"تشكم","pos"
"يشكم","pos"
"نشكم","pos"
"الاحرار","pos"
"حلاوه","pos"
"مصارحته","pos"
"وفاء","pos"
"زكي","pos"
"حشمتها","pos"
"متضامن","pos"
"ويضحك","pos"
"تصح","pos"
"يصح","pos"
"نفهم","pos"
"استفاد","pos"
"انبسطت","pos"
"تواضعا","pos"
"ادعم","pos"
"طهر","pos"
"نستفيد","pos"
"يستفيد","pos"
"تستفيد","pos"
"كسب","pos"
"انبسطوا","pos"
"تفرح","pos"
"يفرح","pos"
"بانبسط","pos"
"انبسط","pos"
"ستنتصر","pos"
"سننتصر","pos"
"اتشرفت","pos"
"يتقن","pos"
"عاجب","pos"
"يشيد","pos"
"ساند","pos"
"سعدت","pos"
"فرحت","pos"
"تفاءل","pos"
"شكر","pos"
"اؤيد","pos"
"يؤيد","pos"
"نؤيد","pos"
"تؤيد","pos"
"اؤيدك","pos"
"عاشت","pos"
"تعيش","pos"
"يعيش","pos"
"اعشق","pos"
"نعشق","pos"
"تعشق","pos"
"يعشق","pos"
"تنصف","pos"
"ينصف","pos"
"يلتزم","pos"
"تلتزم","pos"
"نلتزم","pos"
"التزم","pos"
"نفع","pos"
"تصد","pos"
"نفتخر","pos"
"تسهيل","pos"
"تقدم","pos"
"وفق","pos"
"ريح","pos"
"عشق","pos"
"كفل","pos"
"فهم","pos"
"يصد","pos"
"صدق","pos"
"جامل","pos"
"شكم","pos"
"سهم","pos"
"ربح","pos"
"برع","pos"
"حفز","pos"
"فخر","pos"
"حفظ","pos"
"ضحك","pos"
"سند","pos"
"قدر","pos"
"هنئ","pos"
"فلح","pos"
"نهض","pos"
"نور","pos"
"حرر","pos"
"حرس","pos"
"نجح","pos"
"رشد","pos"
"نبسط","pos"
"رحب","pos"
"عقل","pos"
"تحي","pos"
"طور","pos"
"نظف","pos"
"يحترف","pos"
"بحبها","pos"
"اعمل لكم ايه","neg"
"رنوه علقه","neg"
"مش كفايه","neg"
"حسبي الله ونعم الوكيل","neg"
"مش فاهم حاجه","neg"
"خطوات كبيره للوراء","neg"
"مافيش فايده","neg"
"اي كلام","neg"
"مين ده","neg"
"ليهم عين","neg"
"كابس علي نفسنا","neg"
"هي ناقصه","neg"
"هوه ده الي ربنا قدركم عليه","neg"
"حافظ مش فاهم","neg"
"شر البليه ما يضحك","neg"
"الله يحرقكو","neg"
"حق غير شرعي","neg"
"يسقط يسقط","neg"
"بيلحس جزم","neg"
"ولاد وسخه","neg"
"سليط اللسان","neg"
"طويل اللسان","neg"
"معندوش دم","neg"
"معندكش دم","neg"
"معندكيش دم","neg"
"بتلحس جزم","neg"
"قله ادب","neg"
"الله يلعن","neg"
"ايام سوده","neg"
"قلب اتحرق","neg"
"بلا وكسه","neg"
"منكم لله","neg"
"منك لله","neg"
"ا قر ع ونزهي","neg"
"مرض اجتماعي","neg"
"ربنا يهديك","neg"
"ربنا يهدي","neg"
"معندهمش دم","neg"
"مخيب للامال","neg"
"ضحاله الفكر","neg"
"مزبله التاريخ","neg"
"ابن الهرمه","neg"
"ام العجايب","neg"
"هو مفيش غير","neg"
"لا ياشيخ","neg"
"بعد ايه","neg"
"كان من الاول","neg"
"اسمع كلامك اصدقك","neg"
"منهم لله","neg"
"يعني ايه","neg"
"يخرب بيوتكم","neg"
"يخرب بيتك","neg"
"مش ناقصاك","neg"
"مش ناقصه","neg"
"ضرب تحت الحزام","neg"
"محدود الذكاء","neg"
"سوء الاداره","neg"
"يا نهار اسود","neg"
"يانهر اسود","neg"
"ربنا يهده","neg"
"ضرب الجزم","neg"
"اتقو الله","neg"
"اتقي الله","neg"
"اللي اختاشو ماتو","neg"
"علي جثتنا","neg"
"علي جثتي","neg"
"تقل دم","neg"
"دم تقيل","neg"
"ربنا معاكم","neg"
"ربنا معاك","neg"
"عوضنا على الله","neg"
"حسبنا الله ونعم الوكيل","neg"
"حسبى الله ونعم الوكيل","neg"
"تجار دين","neg"
"اصحاب المصالح","neg"
"لبست في الحيطة","neg"
"لبس في الحيطة","neg"
"اهدار كرامه","neg"
"قلة ادبك","neg"
"يا روح امك","neg"
"يلعن سلسفيل","neg"
"مخه صغير","neg"
"قليل الادب","neg"
"قلة ادب","neg"
"أقرع ونزهى","neg"
"يلعن ابو","neg"
"اتق الله","neg"
"ابقى قابلنى","neg"
"داهيه تاخدك","neg"
"ربنا ياخدك","neg"
"موتوا بغيظكم","neg"
"موت بغيظك","neg"
"حموت بغيظي","neg"
"اهبل بريالة","neg"
"ياما تحت السهاوي دهاوي","neg"
"الي الجحيم","neg"
"لا حول و لا قوه الا بالله","neg"
"ربنا يخد","neg"
"يضحك علينا","neg"
"تضحك علينا","neg"
"اين انتم من","neg"
"اجعلهم عبره","neg"
"خليك واضح","neg"
"عبره لغيرك","neg"
"جتنكم خيبة","neg"
"ابن المرة","neg"
"جتني خيبة","neg"
"جتنك خيبة","neg"
"عبره لغيره","neg"
"خليك عاقل","neg"
"لا حياة لمن تنادى","neg"
"ماكنتش مبسوط","neg"
"عبره لكل","neg"
"عبره لغيرهم","neg"
"منه لله","neg"
"منها لله","neg"
"الي زوال","neg"
"نهار اسود","neg"
"ياكش تولع","neg"
"المتاجره بالدين","neg"
"لف ودوران","neg"
"بالعند فيك","neg"
"بالعند فيكي","neg"
"بالعند فيكى","neg"
"بالعند فيكم","neg"
"مختل عقليا","neg"
"يا خبر اسود","neg"
"ده آخره","neg"
"حاجة تكسف","neg"
"سوء الحظ","neg"
"يضحكوا علينا","neg"
"ضحك علينا","neg"
"يانهار اسود","neg"
"ضحك عليا","neg"
"ضحك عليك","neg"
"مات الكلام","neg"
"ربنا يخده","neg"
"ربنا يخدك","neg"
"ربنا يخدكم","neg"
"نهارك مش فايت","neg"
"اتمسح بيه الارض","neg"
"اتمسح بيه البلاط","neg"
"اتمسح بيهم الارض","neg"
"اتمسح بينا الأرض","neg"
"بيضحك علي","neg"
"مش طايق نفسه","neg"
"مش طايق نفسي","neg"
"فاكر نفسه ايه","neg"
"تطلع عين","neg"
"تطلع عينو","neg"
"تطلع عينها","neg"
"طلع عين","neg"
"مش عيب عليك","neg"
"مش عيب عليكم","neg"
"على عينك يا تاجر","neg"
"مفيش فايده","neg"
"معندهاش دم","neg"
"معندهومش دم","neg"
"معندهوش دم","neg"
"جن جنونها","neg"
"جن جنونه","neg"
"ياكش يولعوا","neg"
"نهاركم اسود","neg"
"يا لهوي","neg"
"فرخه دايخه","neg"
"اللهم اخزه","neg"
"بن المره","neg"
"ابن المره","neg"
"الطين بله","neg"
"الله يحرقك","neg"
"محدودي الذكاء","neg"
"محدوده الذكاء","neg"
"اتقى الله","neg"
"دمه تقيل","neg"
"دمها تقيل","neg"
"دمهم تقيل","neg"
"لبسنا في الحيطه","neg"
"قليله الادب","neg"
"ولاد مره","neg"
"يمهل و لا يهمل","neg"
"يا روح اومك","neg"
"يا روح خالتك","neg"
"يا روح أمكم","neg"
"يا روح طنط","neg"
"ابو جهل","neg"
"اخص علي","neg"
"منفاخ محمي","neg"
"بتوع مصالح","neg"
"بتوع مصلحتهم","neg"
"بتوع مصلحه","neg"
"بتوع مصلحتكم","neg"
"بتاع مصلحه","neg"
"بتاع مصلحته","neg"
"القضاء علي","neg"
"لسه فاكر","neg"
"لعنه الله علي","neg"
"يبكي من الفرح","pos"
"دمه خفيف","pos"
"زي العسل","pos"
"لافض فوك","pos"
"في الصميم","pos"
"جزاك الله خيرا","pos"
"تسلم اديك","pos"
"تسلم ايدك","pos"
"بارك الله فيك","pos"
"يسلم فومك","pos"
"يسلم فمك","pos"
"ربنا يسعدك","pos"
"منصور باذن الله","pos"
"كلنا معك","pos"
"كلنا معاك","pos"
"الحمد لله","pos"
"عندك حق","pos"
"معك حق","pos"
"معاك حق","pos"
"ربنا يوفقك","pos"
"ربنا يكرمك","pos"
"بحبك موت","pos"
"احلي حاجه","pos"
"الله اكبر","pos"
"الله ينور","pos"
"ربنا يحمي","pos"
"الذوق الرفيع","pos"
"الله يحميكم","pos"
"الله يحميك","pos"
"الله يكون فى عون","pos"
"الله عليك","pos"
"ماشاء الله","pos"
"ما شاء الله","pos"
"ربنا يزيد ويبارك","pos"
"ربنا يزيد","pos"
"ربنا يبارك","pos"
"اشرف ناس","pos"
"اشرف واحد","pos"
"جامدة اوي","pos"
"الف شكر","pos"
"فى حفظ الله","pos"
"كلنا مع","pos"
"جامد اوي","pos"
"سرعة بديهه","pos"
"حبيبه قلبي","pos"
"هو ده الشغل","pos"
"الله يمسيه بالخير","pos"
"الله يمسيك بالخير","pos"
"حبيب قلبي","pos"
"أهو كدة","pos"
"كتر خيرهم","pos"
"كتر خيرك","pos"
"ربنا يكثر من امثالك","pos"
"الله غالب","pos"
"من حسن الحظ","pos"
"موفق بأذن الله","pos"
"موفقين بأذن الله","pos"
"الى الامام","pos"
"صفحة جديدة","pos"
"صباح الورد","pos"
"عين العقل","pos"
"حبياب قلبي","pos"
"ايوه كده","pos"
"عداك العيب","pos"
"انا معاك","pos"
"احنا معاك","pos"
"فوق الشبهات","pos"
"حر طليق","pos"
"ربنا يكثر من","pos"
"ربنا يكتر من","pos"
"مر مرور الكرام","pos"
"الحمد الله","pos"
"الحمدالله","pos"
"حمد الله","pos"
"حمدالله","pos"
"بكره احلى","pos"
"ربنا يحميك","pos"
"محسوبيه","neg"
"مقتل","neg"
"عنجهيه","neg"
"محبط","neg"
"مفسد","neg"
"مستفز","neg"
"ازدراء","neg"
"استهانه","neg"
"احتجاج","neg"
"مالكيش","neg"
"لابس","neg"
"تحقير","neg"
"اعزاز","neg"
"تدمير","neg"
"مقموص","neg"
"تقاعس","neg"
"حبط","neg"
"عاصف","neg"
"فاحش","neg"
"قذر","neg"
"سافل","neg"
"متسخ","neg"
"وسخ","neg"
"ملوث","neg"
"بذيء","neg"
"دنيء","neg"
"حقير","neg"
"عاق","neg"
"غتيت","neg"
"زعلان","neg"
"مزعج","neg"
"مضطرب","neg"
"مرتبك","neg"
"مهتاج","neg"
"منفعل","neg"
"مختل","neg"
"بارد","neg"
"فاتر","neg"
"وقح","neg"
"لاذع","neg"
"جاهل","neg"
"سفيه","neg"
"زباله","neg"
"اونطجي","neg"
"عميل","neg"
"هايف","neg"
"رغاي","neg"
"حيوان","neg"
"خائب","neg"
"حرامي","neg"
"قاتل","neg"
"طاغي","neg"
"مضلل","neg"
"معرص","neg"
"معفن","neg"
"شراميط","neg"
"كلب","neg"
"جبان","neg"
"خول","neg"
"همج","neg"
"عبيط","neg"
"عاطل","neg"
"مقرف","neg"
"داعر","neg"
"محرض","neg"
"صهيون","neg"
"مهنج","neg"
"عصابي","neg"
"خايب","neg"
"صهاينه","neg"
"صليبي","neg"
"كريه","neg"
"خبيث","neg"
"مؤذ","neg"
"باطل","neg"
"طائش","neg"
"زائف","neg"
"بشع","neg"
"غريب","neg"
"منحرف","neg"
"مومس","neg"
"شاذ","neg"
"ملعون","neg"
"مغفل","neg"
"اوباش","neg"
"استغلالي","neg"
"وحش","neg"
"متخلف","neg"
"حاقد","neg"
"ارعن","neg"
"بايخ","neg"
"مدلس","neg"
"ماجور","neg"
"ساذج","neg"
"ارهابي","neg"
"مجرم","neg"
"بغل","neg"
"بلطجي","neg"
"مفتري","neg"
"متسلق","neg"
"سرقه","neg"
"متملق","neg"
"مطمع","neg"
"عصيب","neg"
"سكين","neg"
"ارحمني","neg"
"مريض","neg"
"اهبل","neg"
"اعدائك","neg"
"اخسر","neg"
"اموت","neg"
"متامر","neg"
"شاد","neg"
"مقزز","neg"
"فشيق","neg"
"معقد","neg"
"متعقد","neg"
"مشين","neg"
"اعيل","neg"
"بقر","neg"
"مكسوف","neg"
"اهانه","neg"
"متعصب","neg"
"مستخب","neg"
"ممل","neg"
"مقهور","neg"
"محدود","neg"
"بيعيط","neg"
"سطحي","neg"
"حدق","neg"
"دكتاتور","neg"
"كافر","neg"
"سخيف","neg"
"ضربت","neg"
"منافقيك","neg"
"بقتلو","neg"
"بيقبض","neg"
"مستفذ","neg"
"تهزء","neg"
"بتهيج","neg"
"بيفرق","neg"
"زبانيه","neg"
"غيبو","neg"
"هدر","neg"
"فشلتم","neg"
"بيناضل","neg"
"خرب","neg"
"عطل","neg"
"جثث","neg"
"جبروت","neg"
"سذج","neg"
"قطعتو","neg"
"ممول","neg"
"ميسؤس","neg"
"هتتضرب","neg"
"ميحسش","neg"
"اياكم","neg"
"منعديهوش","neg"
"معدوم","neg"
"غضب","neg"
"متنفذش","neg"
"اشمئزاز","neg"
"زهقو","neg"
"اغتال","neg"
"بيحتل","neg"
"بلهاء","neg"
"غوغاء","neg"
"عبيد","neg"
"تايه","neg"
"متيس","neg"
"جائر","neg"
"متشدد","neg"
"هجايص","neg"
"خزي","neg"
"اعاصير","neg"
"زجت","neg"
"ضعاف","neg"
"صمت","neg"
"احتلت","neg"
"مجوس","neg"
"حرض","neg"
"مشاكل","neg"
"خطير","neg"
"مخمور","neg"
"اقتحام","neg"
"صيع","neg"
"افسدت","neg"
"فسدت","neg"
"اخس","neg"
"هربت","neg"
"بيتشطف","neg"
"بتهاجم","neg"
"بيتهبل","neg"
"بيتجنن","neg"
"بيتعصب","neg"
"مطعون","neg"
"محروم","neg"
"موقوف","neg"
"اصيب","neg"
"مخز","neg"
"ضده","neg"
"زيف","neg"
"ظلام","neg"
"هابط","neg"
"شرس","neg"
"استنزاف","neg"
"رما","neg"
"متحزم","neg"
"مستكرد","neg"
"جمود","neg"
"اتهد","neg"
"بغيظ","neg"
"عجل","neg"
"انفصام","neg"
"بوذ","neg"
"خيخا","neg"
"ساكت","neg"
"سليط","neg"
"كذااب","neg"
"فرعن","neg"
"مجبر","neg"
"فسل","neg"
"ولول","neg"
"مترب","neg"
"خسيس","neg"
"متعاط","neg"
"فشر","neg"
"بيهجص","neg"
"عفن","neg"
"زراط","neg"
"خارب","neg"
"اتعس","neg"
"سحوق","neg"
"متبعبص","neg"
"زبر","neg"
"هينيكك","neg"
"بتتناك","neg"
"طاوعن","neg"
"شرشر","neg"
"فياجرا","neg"
"قذارتك","neg"
"زنزان","neg"
"متجاهل","neg"
"مساطيل","neg"
"اغباء","neg"
"اصمت","neg"
"اهمد","neg"
"شمتان","neg"
"سمومك","neg"
"اخسئ","neg"
"اخرص","neg"
"هاشتمك","neg"
"كستك","neg"
"دياث","neg"
"اتخدعت","neg"
"خرس","neg"
"سحاق","neg"
"شرمط","neg"
"بيقبضوك","neg"
"بهدلتو","neg"
"دزم","neg"
"جحش","neg"
"خرنق","neg"
"راكبك","neg"
"قذزر","neg"
"بشتيمتك","neg"
"ذبال","neg"
"بتاكلك","neg"
"حمرا","neg"
"اتخمد","neg"
"جبابر","neg"
"اوساخ","neg"
"متتعر","neg"
"لوطيا","neg"
"دكه","neg"
"وهل","neg"
"كاتم","neg"
"تنح","neg"
"محاكمتهم","neg"
"بالتظاهر","neg"
"الوحش","neg"
"الفاحش","neg"
"ذنوبي","neg"
"اتهزم","neg"
"اسقط","neg"
"للغيظ","neg"
"التراجع","neg"
"مستفزه","neg"
"بالهنا","neg"
"الشفا","neg"
"مساومه","neg"
"هبله","neg"
"باهزر","neg"
"باتحادنا","neg"
"صعبه","neg"
"النصيبه","neg"
"متخلفه","neg"
"اتهمته","neg"
"هلفطه","neg"
"بغيظكم","neg"
"غلطه","neg"
"وشكاوي","neg"
"اتضربوا","neg"
"اتقتلوا","neg"
"اتفرتك","neg"
"اتسول","neg"
"غلبانه","neg"
"واتهزات","neg"
"متوحش","neg"
"متهوره","neg"
"العيب","neg"
"بهدلتوهم","neg"
"المشوره","neg"
"مسجونين","neg"
"بعيب","neg"
"مشكلته","neg"
"اتدبحت","neg"
"التعذيب","neg"
"التناقض","neg"
"الصراع","neg"
"صامتون","neg"
"مزعلكم","neg"
"فاشخ","neg"
"مكشر","neg"
"عرس","neg"
"بيره","neg"
"طعان","neg"
"صمتا","neg"
"فظيع","neg"
"متحامل","neg"
"عصبى","neg"
"سكير","neg"
"حزين","neg"
"سفهاء","neg"
"معاند","neg"
"سلطوه","neg"
"شبه","neg"
"غلس","neg"
"اسوا","neg"
"منهار","neg"
"غجر","neg"
"متقاعس","neg"
"متشرد","neg"
"زنديق","neg"
"مفجوع","neg"
"أغبيه","neg"
"محترمتش","neg"
"مخنوق","neg"
"مخطىء","neg"
"سفه","neg"
"يصيب","neg"
"مرض","neg"
"طغي","neg"
"يصيع","neg"
"يفتري","neg"
"يعيق","neg"
"بلطج","neg"
"كشر","neg"
"غفل","neg"
"تسول","neg"
"لذع","neg"
"عصف","neg"
"همد","neg"
"يستكرد","neg"
"زعج","neg"
"يتخمد","neg"
"سكر","neg"
"حقر","neg"
"كلمنجي","neg"
"ماسخ","neg"
"طاغيه","neg"
"همجي","neg"
"صهيوني","neg"
"فلول","neg"
"صليبيين","neg"
"وحشيه","neg"
"بالتوفيق","pos"
"الامان","pos"
"سعيد","pos"
"فرحان","pos"
"شريف","pos"
"مسرور","pos"
"محظوظ","pos"
"بهيج","pos"
"مبتهج","pos"
"عبقري","pos"
"هايل","pos"
"كريم","pos"
"طاهر","pos"
"صاف","pos"
"عريق","pos"
"سليم","pos"
"عفيف","pos"
"صحيح","pos"
"برئ","pos"
"هادئ","pos"
"ممتاز","pos"
"منعش","pos"
"دافئ","pos"
"محترم","pos"
"جريء","pos"
"ملعلع","pos"
"مناضل","pos"
"جدع","pos"
"اصيل","pos"
"كويس","pos"
"موضوعي","pos"
"مبدع","pos"
"لذيذ","pos"
"ممتع","pos"
"ذكي","pos"
"قوي","pos"
"متميز","pos"
"رائد","pos"
"جيد","pos"
"هادف","pos"
"عظيم","pos"
"واعي","pos"
"بارع","pos"
"مثقف","pos"
"شهم","pos"
"حلو","pos"
"شجاع","pos"
"عقلاني","pos"
"عقلاء","pos"
"قدوه","pos"
"منطقي","pos"
"متعفف","pos"
"برنس","pos"
"بطل","pos"
"محايد","pos"
"عادل","pos"
"عيد","pos"
"زقطط","pos"
"جمال","pos"
"افرح","pos"
"عدل","pos"
"رخرخ","pos"
"حق","pos"
"قوا","pos"
"امن","pos"
"استقرار","pos"
"حمايه","pos"
"قادر","pos"
"حامي","pos"
"فعال","pos"
"دعم","pos"
"حبه","pos"
"خير","pos"
"صالح","pos"
"عامر","pos"
"سالم","pos"
"افضل","pos"
"صحيه","pos"
"صبر","pos"
"زفه","pos"
"احترم","pos"
"مصون","pos"
"جنات","pos"
"امان","pos"
"انساني","pos"
"حقوقيه","pos"
"مبتخفش","pos"
"ميزه","pos"
"سلم","pos"
"متمكن","pos"
"عدلا","pos"
"جدير","pos"
"رحيم","pos"
"متوكل","pos"
"باحترمك","pos"
"سمعه","pos"
"مخلص","pos"
"محبوب","pos"
"عزه","pos"
"ايجاب","pos"
"اكرم","pos"
"صائب","pos"
"ورع","pos"
"ادب","pos"
"عفه","pos"
"صاحي","pos"
"رحمه","pos"
"محنك","pos"
"رقصن","pos"
"صادق","pos"
"احسان","pos"
"صافي","pos"
"ذوق","pos"
"مؤيد","pos"
"بتزغرط","pos"
"معجبيك","pos"
"فاز","pos"
"طيب","pos"
"مشرف","pos"
"مشوق","pos"
"ابداع","pos"
"خارق","pos"
"محترف","pos"
"معجب","pos"
"مؤدب","pos"
"احترامك","pos"
"منيح","pos"
"صحبه","pos"
"طايقاك","pos"
"انيق","pos"
"متحضر","pos"
"فاضل","pos"
"ظريف","pos"
"حمش","pos"
"ستهم","pos"
"عسل","pos"
"اخلاق","pos"
"كومد","pos"
"عاجبني","pos"
"استاذ","pos"
"عاجبهم","pos"
"مستتره","pos"
"مستنضف","pos"
"مستنضفهم","pos"
"الضحك","pos"
"سعاده","pos"
"مجدع","pos"
"فرحه","pos"
"متدين","pos"
"فرحتي","pos"
"صغننه","pos"
"لطيف","pos"
"مسامحينك","pos"
"بديع","pos"
"بيحترمها","pos"
"حلوين","pos"
"القمر","pos"
"التسامح","pos"
"امين","pos"
"جريئه","pos"
"عاقل","pos"
"اتكسف","pos"
"مطيع","pos"
"بحترمو","pos"
"بتحترم","pos"
"سلامات","pos"
"شامخ","pos"
"ارحمنا","pos"
"ناصر","pos"
"سمسم","pos"
"الذ","pos"
"منصف","pos"
"قمر","pos"
"رائع","pos"
"متعاطف","pos"
"موفق","pos"
"مجتهد","pos"
"متفائل","pos"
"مبهج","pos"
"متفوق","pos"
"نابغ","pos"
"جليل","pos"
"مسلي","pos"
"جميل","pos"
"منقذ","pos"
"متفهم","pos"
"متقن","pos"
"اعجبتني","pos"
"مؤمن","pos"
"جامد","pos"
"مذهل","pos"
"صبور","pos"
"مسالم","pos"
"ممتازه","pos"
"منور","pos"
"نبل","pos"
"شفاء","pos"
"سلام","pos"
"حر","pos"
"مسانده","pos"
"قدرته","pos"
"حل","pos"
"ذهل","pos"
"يؤمن","pos"
"فضل","pos"
"يبدع","pos"
"شجع","pos"
"يبتهج","pos"
"نصف","pos"
"تعفف","pos"
"رحم","pos"
"ميز","pos"
"صلح","pos"
"يصون","pos"
"شمخ","pos"
"ناضل","pos"
"ينقذ","pos"
"شجعان","pos"
"فساد","neg"
"جثه","neg"
"انتحار","neg"
"جثمان","neg"
"الام","neg"
"اغتصاب","neg"
"اونطه","neg"
"مغتصب","neg"
"حش","neg"
"عنف","neg"
"بلطجه","neg"
"احتلال","neg"
"غباء","neg"
"اجرام","neg"
"عك","neg"
"عهر","neg"
"شذوذ","neg"
"زور","neg"
"كارثه","neg"
"احباط","neg"
"خراب","neg"
"عنصري","neg"
"داهيه","neg"
"خازوق","neg"
"جريمه","neg"
"وساخه","neg"
"صراع","neg"
"جدل","neg"
"رعب","neg"
"فجور","neg"
"تفاهه","neg"
"اوسخ","neg"
"اصفخص","neg"
"فضيحه","neg"
"دعاره","neg"
"اباحي","neg"
"استهزاء","neg"
"هلس","neg"
"رذيله","neg"
"اسفاف","neg"
"عره","neg"
"وكسه","neg"
"خره","neg"
"زفت","neg"
"هبل","neg"
"سذاجه","neg"
"كدب","neg"
"هري","neg"
"مهزل","neg"
"بتتحرق","neg"
"اهمال","neg"
"غيظ","neg"
"عناد","neg"
"خداع","neg"
"حرق","neg"
"شك","neg"
"سفاح","neg"
"اغتيال","neg"
"ستحتل","neg"
"دهاء","neg"
"مدمن","neg"
"قنبله","neg"
"ضرب","neg"
"تمويه","neg"
"تقليل","neg"
"صدفه","neg"
"دمر","neg"
"خالف","neg"
"دجال","neg"
"فسق","neg"
"افساد","neg"
"خراف","neg"
"لحس","neg"
"جنائي","neg"
"ملل","neg"
"موت","neg"
"عدائي","neg"
"ارهاب","neg"
"عصابه","neg"
"بتموت","neg"
"غش","neg"
"غضبك","neg"
"بتولع","neg"
"فوقوا","neg"
"بضيع","neg"
"قارف","neg"
"عروه","neg"
"غاضب","neg"
"ضائع","neg"
"رجع","neg"
"علقه","neg"
"هلك","neg"
"تحشيش","neg"
"خربو","neg"
"ذليل","neg"
