"Source","Target","Weight"
"حسبنا الله ونعم الوكيل","يعزك","0.33783"
"حسبنا الله ونعم الوكيل","تقبل","0.40415"
"حسبنا الله ونعم الوكيل","خير","0.32125"
"حسبنا الله ونعم الوكيل","يحرسك","0.30599"
"حسبنا الله ونعم الوكيل","ظالم","0.37632"
"حسبنا الله ونعم الوكيل","الحمد لله","0.34734"
"حسبنا الله ونعم الوكيل","ارحم","0.30630"
"حسبنا الله ونعم الوكيل","يخلف","0.38930"
"حسبنا الله ونعم الوكيل","دمر","0.30260"
"حسبنا الله ونعم الوكيل","يرحمك","0.34239"
"حسبنا الله ونعم الوكيل","يرحمه","0.36015"
"حسبنا الله ونعم الوكيل","يشفيك","0.31324"
"حسبنا الله ونعم الوكيل","عظم","0.30315"
"حسبنا الله ونعم الوكيل","كريم","0.34082"
"حسبنا الله ونعم الوكيل","الشهداء","0.31178"
"حسبنا الله ونعم الوكيل","رحم","0.36324"
"حسبنا الله ونعم الوكيل","عجل","0.40653"
"حسبنا الله ونعم الوكيل","قاتل","0.31161"
"حسبنا الله ونعم الوكيل","اتقي","0.35143"
"حسبنا الله ونعم الوكيل","فرج","0.38850"
"حسبنا الله ونعم الوكيل","يخليك","0.31582"
"حسبنا الله ونعم الوكيل","يسامح","0.37462"
"حسبنا الله ونعم الوكيل","ينور","0.33415"
"حسبنا الله ونعم الوكيل","فضل","0.32984"
"حسبنا الله ونعم الوكيل","قتل","0.31436"
"حسبنا الله ونعم الوكيل","ينصر","0.38829"
"حسبنا الله ونعم الوكيل","قدر","0.35411"
"حسبنا الله ونعم الوكيل","اعتراض","0.34110"
"حسبنا الله ونعم الوكيل","يخرب بيوتكم","0.31071"
"حسبنا الله ونعم الوكيل","ينتقم","0.34056"
"حسبنا الله ونعم الوكيل","يصبر","0.31397"
"حسبنا الله ونعم الوكيل","ماشاء الله","0.32769"
"حسبنا الله ونعم الوكيل","يصبرك","0.39563"
"حسبنا الله ونعم الوكيل","سلم","0.37322"
"حسبنا الله ونعم الوكيل","يهديك","0.32095"
"حسبنا الله ونعم الوكيل","اياكم","0.33915"
"حسبنا الله ونعم الوكيل","الله اكبر","0.31694"
"حسبنا الله ونعم الوكيل","شكرا","0.33194"
"حسبنا الله ونعم الوكيل","يحميك","0.33291"
"خناق","مش فاهم حاجه","0.30828"
"خناق","مش كفايه","0.31548"
"خناق","طيب","0.32084"
"شذوذ","جنس","0.44821"
"شذوذ","طيز","0.40119"
"الفل","جميل","0.38095"
"الفل","الخير","0.45294"
"الفل","خير","0.31182"
"الفل","الامل","0.45746"
"الفل","قمر","0.30539"
"الفل","حلوين","0.31072"
"الفل","يسعد","0.30632"
"الفل","صباح الورد","0.46599"
"الفل","منور","0.30815"
"الفل","احلي","0.35369"
"سواد","ظلام","0.33132"
"يخشي","يخاف","0.34286"
"نور","استاذ","0.34278"
"نور","اشتباك","0.33787"
"نور","هايف","0.36541"
"يقويكي","يحمي","0.63785"
"يقويكي","يخاف","0.34263"
"يقويكي","يمهل و لا يهمل","0.58402"
"يقويكي","يحرمنا","0.41521"
"يقويكي","يحيك","0.56342"
"يقويكي","يحيه","0.46717"
"يقويكي","يكرم","0.40578"
"يقويكي","يحفظ","0.39875"
"يقويكي","يكرمك","0.72034"
"يقويكي","يكرمه","0.66199"
"يقويكي","الحمد","0.35899"
"يقويكي","الف شكر","0.31294"
"يقويكي","يحظك","0.39916"
"يقويكي","شر البليه ما يضحك","0.30609"
"يقويكي","يعفو","0.48231"
"يقويكي","امانته","0.34785"
"يقويكي","حرم","0.34140"
"يقويكي","يقدرك","0.42111"
"يقويكي","تعصي","0.38638"
"يقويكي","موفق","0.38305"
"يقويكي","جزاك الله خيرا","0.30712"
"يقويكي","يحرم","0.30481"
"يقويكي","نعصي","0.37388"
"يقويكي","يفضحك","0.34779"
"يقويكي","مكروه","0.33461"
"يقويكي","يعصي","0.42896"
"يقويكي","ينصرهم","0.59828"
"يقويكي","يغضب","0.33074"
"يقويكي","خاف","0.33047"
"يقويكي","امين","0.37470"
"يقويكي","حفظ","0.49819"
"يقويكي","نصر","0.31378"
"يقويكي","يصلح","0.44459"
"يقويكي","الخير","0.33959"
"يقويكي","حسبي الله ونعم الوكيل","0.36782"
"يقويكي","ما شاء الله","0.31745"
"يقويكي","نحبك","0.33915"
"يقويكي","يخرب بيتك","0.40020"
"يقويكي","خلق","0.42463"
"يقويكي","يعزك","0.60200"
"يقويكي","تقبل","0.44510"
"يقويكي","خير","0.31053"
"يقويكي","رحمه","0.36345"
"يقويكي","يحرسك","0.57851"
"يقويكي","الحمد لله","0.40613"
"يقويكي","يحرصك","0.40268"
"يقويكي","يحفظك","0.49289"
"يقويكي","يخلف","0.41770"
"يقويكي","ياخدك","0.71592"
"يقويكي","حبيبي","0.31108"
"يقويكي","يرحمك","0.52495"
"يقويكي","حبيبتي","0.45774"
"يقويكي","يرحمه","0.61728"
"يقويكي","يشفيك","0.53843"
"يقويكي","بالسلامه","0.42548"
"يقويكي","يريح","0.30169"
"يقويكي","ربنا يوفقك","0.33003"
"يقويكي","عظم","0.39475"
"يقويكي","كريم","0.46916"
"يقويكي","رحم","0.52853"
"يقويكي","نستغفر","0.48111"
"يقويكي","كرم","0.30872"
"يقويكي","يوفقك","0.54380"
"يقويكي","قاتل","0.36567"
"يقويكي","اتقي","0.49777"
"يقويكي","يخليك","0.68114"
"يقويكي","يسامح","0.58907"
"يقويكي","نشكر","0.30324"
"يقويكي","يهدي","0.66629"
"يقويكي","يرحم","0.34794"
"يقويكي","بيض","0.32600"
"يقويكي","ينور","0.55969"
"يقويكي","فضل","0.40914"
"يقويكي","غضب","0.33100"
"يقويكي","ينصر","0.47604"
"يقويكي","قدر","0.37612"
"يقويكي","يسعدك","0.63351"
"يقويكي","ربنا يكرمك","0.32024"
"يقويكي","ينعم","0.36558"
"يقويكي","تسلمي","0.35587"
"يقويكي","قبح","0.41735"
"يقويكي","يخرب بيوتكم","0.51285"
"يقويكي","لعن","0.43583"
"يقويكي","ينتقم","0.61248"
"يقويكي","يجبر","0.39442"
"يقويكي","يصبر","0.44574"
"يقويكي","ماشاء الله","0.44354"
"يقويكي","احسن","0.30873"
"يقويكي","يبارك","0.62724"
"يقويكي","يتوب","0.40586"
"يقويكي","يزيح","0.31340"
"يقويكي","يصبرك","0.69322"
"يقويكي","سلم","0.30513"
"يقويكي","يهديك","0.66098"
"يقويكي","اياكم","0.45682"
"يقويكي","ربنا يكتر من","0.34391"
"يقويكي","ايمانك","0.31181"
"يقويكي","شكرا","0.33665"
"يقويكي","يتمم","0.42536"
"يقويكي","يحميك","0.66418"
"تحتفل","يحتفل","0.40117"
"تحتفل","نحتفل","0.34044"
"بعتذر","استهبل","0.36051"
"بعتذر","مش فاهم حاجه","0.34655"
"بعتذر","حلو","0.34429"
"بعتذر","اسكت","0.30401"
"بعتذر","عندك حق","0.31245"
"بعتذر","حق","0.32720"
"بعتذر","مش كفايه","0.37057"
"بعتذر","زعلان","0.41100"
"بعتذر","خلص","0.30400"
"بعتذر","صح","0.34834"
"بعتذر","الحمد لله","0.32157"
"بعتذر","غلطان","0.32737"
"بعتذر","اسف","0.38706"
"بعتذر","طيب","0.34467"
"بعتذر","معك حق","0.31813"
"بعتذر","بحترمك","0.32963"
"بعتذر","حبيبي","0.30661"
"بعتذر","اتخنقت","0.30871"
"بعتذر","حلوه","0.34735"
"بعتذر","بحبها","0.35035"
"بعتذر","كويس","0.34005"
"بعتذر","صراحه","0.30453"
"بعتذر","خايف","0.32454"
"بعتذر","عيب","0.30822"
"بعتذر","زعلت","0.30802"
"بعتذر","مين ده","0.30866"
"بعتذر","غلط","0.33495"
"بعتذر","احسن","0.36138"
"بعتذر","مشكله","0.31140"
"بعتذر","اقدر","0.30113"
"بعتذر","معاك حق","0.34637"
"الغباء","التناقض","0.35215"
"يخسر","يكسب","0.37678"
"يخسر","اشجع","0.32037"
"يخسر","خسر","0.38728"
"يخسر","فاز","0.31523"
"يخسر","ينهزم","0.43362"
"نبكي","نحزن","0.36531"
"متعاطف","استهبل","0.34372"
"متعاطف","صعب","0.30207"
"متعاطف","مش فاهم حاجه","0.32434"
"متعاطف","حلو","0.32620"
"متعاطف","اشجع","0.33610"
"متعاطف","عندك حق","0.30177"
"متعاطف","حق","0.34963"
"متعاطف","مش كفايه","0.34360"
"متعاطف","متواضع","0.34489"
"متعاطف","ضد","0.33145"
"متعاطف","صح","0.32513"
"متعاطف","مشكلته","0.33077"
"متعاطف","صعبه","0.31759"
"متعاطف","طيب","0.33112"
"متعاطف","معك حق","0.31153"
"متعاطف","بحترمك","0.35746"
"متعاطف","متفائل","0.34723"
"متعاطف","حلوه","0.33386"
"متعاطف","بحبها","0.31213"
"متعاطف","كويس","0.36120"
"متعاطف","اتبسط","0.31480"
"متعاطف","قوي","0.30640"
"متعاطف","خايف","0.32140"
"متعاطف","خطير","0.31049"
"متعاطف","واضح","0.33243"
"متعاطف","تعاطف","0.30135"
"متعاطف","متعصب","0.30425"
"متعاطف","جامد","0.30423"
"متعاطف","مين ده","0.30194"
"متعاطف","احسن","0.32135"
"متعاطف","دمه خفيف","0.33057"
"متعاطف","محبط","0.30893"
"متعاطف","مستمتع","0.34422"
"متعاطف","شمتان","0.34506"
"متعاطف","معاك حق","0.34049"
"امان","يحمي","0.31020"
"امان","يحيك","0.30775"
"امان","ينصرهم","0.31473"
"امان","حفظ","0.33932"
"امان","يعزك","0.30538"
"امان","يرحمه","0.31227"
"امان","يسامح","0.32066"
"امان","ينور","0.30389"
"غريب","صدق","0.36144"
"غريب","استهبل","0.31326"
"غريب","الحمد","0.30151"
"غريب","رائع","0.32259"
"غريب","صعب","0.36242"
"غريب","يصدق","0.32345"
"غريب","ممل","0.32108"
"غريب","جميل","0.45752"
"غريب","شرير","0.30281"
"غريب","اسوا","0.31874"
"غريب","نظيف","0.31605"
"غريب","مش فاهم حاجه","0.33044"
"غريب","سخافه","0.30873"
"غريب","حلو","0.45974"
"غريب","اسكت","0.30869"
"غريب","مقزز","0.39865"
"غريب","مقرف","0.46052"
"غريب","حب","0.35603"
"غريب","حق","0.41819"
"غريب","مش كفايه","0.33742"
"غريب","حسبي الله ونعم الوكيل","0.32109"
"غريب","وقح","0.31329"
"غريب","متواضع","0.34803"
"غريب","زعلان","0.30477"
"غريب","مفيد","0.38281"
"غريب","وهم","0.31714"
"غريب","خلص","0.30348"
"غريب","فظيع","0.31585"
"غريب","بايخ","0.41540"
"غريب","خير","0.30117"
"غريب","اهبل","0.31864"
"غريب","ضد","0.30386"
"غريب","غالي","0.33124"
"غريب","صح","0.38815"
"غريب","مشكلته","0.31579"
"غريب","سخيف","0.45347"
"غريب","الحمد لله","0.33715"
"غريب","صديق","0.30614"
"غريب","اخس","0.36170"
"غريب","صعبه","0.31924"
"غريب","طيب","0.41648"
"غريب","معك حق","0.30546"
"غريب","معقد","0.37835"
"غريب","معفن","0.33548"
"غريب","مشاكل","0.30425"
"غريب","حبيبي","0.36876"
"غريب","واهم","0.34878"
"غريب","هي ناقصه","0.37658"
"غريب","مسلي","0.35128"
"غريب","كريه","0.37564"
"غريب","مستحيل","0.36064"
"غريب","اهم","0.45678"
"غريب","متفائل","0.33209"
"غريب","بشع","0.35119"
"غريب","حلوه","0.34512"
"غريب","اي كلام","0.43451"
"غريب","افضل","0.36256"
"غريب","محترم","0.32861"
"غريب","كويس","0.36395"
"غريب","حزين","0.31537"
"غريب","قوي","0.33261"
"غريب","تصدق","0.34023"
"غريب","بسيط","0.32923"
"غريب","صراحه","0.39054"
"غريب","مزعج","0.40874"
"غريب","قادر","0.33377"
"غريب","استهبال","0.32072"
"غريب","صحيح","0.35460"
"غريب","خايف","0.32684"
"غريب","عيب","0.35965"
"غريب","خطير","0.37207"
"غريب","واضح","0.41116"
"غريب","تناقض","0.31706"
"غريب","غبي","0.38752"
"غريب","مميز","0.34592"
"غريب","مضحك","0.36614"
"غريب","مين ده","0.32587"
"غريب","يعجبني","0.32936"
"غريب","حبيب","0.32076"
"غريب","حرام","0.34469"
"غريب","ايجابي","0.32057"
"غريب","اكره","0.30490"
"غريب","غلط","0.37944"
"غريب","لطيف","0.30419"
"غريب","احسن","0.42275"
"غريب","دمه خفيف","0.33127"
"غريب","ضعيف","0.30804"
"غريب","محبط","0.39304"
"غريب","اجمل","0.32929"
"غريب","مستمتع","0.31992"
"غريب","مشكله","0.37250"
"غريب","شكرا","0.32194"
"غريب","اقدر","0.31376"
"غريب","معاك حق","0.31325"
"غريب","مستفز","0.40161"
"بتخاف","بتفهم","0.64521"
"بتخاف","بيحب","0.34394"
"بتخاف","بتحترمك","0.37697"
"بتخاف","مش فاهم حاجه","0.42346"
"بتخاف","بيفرق","0.30969"
"بتخاف","كفايه","0.34499"
"بتخاف","حق","0.33593"
"بتخاف","مش كفايه","0.43355"
"بتخاف","زعلان","0.30694"
"بتخاف","معلش","0.31885"
"بتخاف","بيضحك","0.32047"
"بتخاف","بتهاجم","0.40607"
"بتخاف","اهبل","0.31100"
"بتخاف","صح","0.31419"
"بتخاف","بتستظرف","0.36832"
"بتخاف","ماتت","0.32983"
"بتخاف","بتزعق","0.30581"
"بتخاف","مكسوف","0.30359"
"بتخاف","طيب","0.36140"
"بتخاف","محترمه","0.33953"
"بتخاف","بتحبك","0.56123"
"بتخاف","اغبياء","0.33102"
"بتخاف","تزيط","0.32530"
"بتخاف","ليهم عين","0.30938"
"بتخاف","اجدع","0.43710"
"بتخاف","اتخنقت","0.31505"
"بتخاف","بحبها","0.45334"
"بتخاف","اي كلام","0.31401"
"بتخاف","بتشتم","0.32037"
"بتخاف","بتحترم","0.47945"
"بتخاف","كويس","0.36546"
"بتخاف","ماتوا","0.30201"
"بتخاف","معندهاش دم","0.46331"
"بتخاف","تتريق","0.50028"
"بتخاف","فشخ","0.33239"
"بتخاف","خايف","0.31514"
"بتخاف","عيب","0.30658"
"بتخاف","دمها تقيل","0.32662"
"بتخاف","اتهبلت","0.40223"
"بتخاف","تضحك","0.32949"
"بتخاف","مين ده","0.35180"
"بتخاف","غلط","0.36049"
"بتخاف","خلصو","0.30605"
"بتخاف","احسن","0.36502"
"جلد","تطوير","0.42407"
"نشكرك","الحمد الله","0.40010"
"نشكرك","تعدي","0.33281"
"نشكرك","اجبار","0.43329"
"نشكرك","يحفز","0.32554"
"نشكرك","تحريض","0.39617"
"نشكرك","الحمد","0.37223"
"نشكرك","الف شكر","0.45912"
"نشكرك","حرض","0.46414"
"نشكرك","متفوق","0.36293"
"نشكرك","جزاك الله خيرا","0.38067"
"نشكرك","استحواذ","0.30744"
"نشكرك","يوافق","0.42698"
"نشكرك","يحرم","0.32522"
"نشكرك","مهل","0.58082"
"نشكرك","طهاره","0.41201"
"نشكرك","حاقد","0.32481"
"نشكرك","نتفق","0.37527"
"نشكرك","تطاول","0.43286"
"نشكرك","الخير","0.36566"
"نشكرك","حسبي الله ونعم الوكيل","0.30423"
"نشكرك","بيتفرج","0.30547"
"نشكرك","باطل","0.31247"
"نشكرك","نحسد","0.31979"
"نشكرك","احييك","0.64377"
"نشكرك","نضحك","0.32381"
"نشكرك","حمد الله","0.33493"
"نشكرك","خير","0.30161"
"نشكرك","نتطاول","0.40448"
"نشكرك","يفتري","0.40480"
"نشكرك","اتغلب","0.38080"
"نشكرك","الاشراف","0.32551"
"نشكرك","الحمد لله","0.42202"
"نشكرك","دعس","0.30659"
"نشكرك","نزايد","0.41449"
"نشكرك","يتحسر","0.53967"
"نشكرك","يخلف","0.43570"
"نشكرك","اعتداء","0.31376"
"نشكرك","عفريت","0.37496"
"نشكرك","تشرف","0.33754"
"نشكرك","مجبر","0.36025"
"نشكرك","يزايد","0.35623"
"نشكرك","يتطاول","0.65136"
"نشكرك","سلامتك","0.44555"
"نشكرك","قدرته","0.39612"
"نشكرك","تشكر","0.41964"
"نشكرك","عار","0.32924"
"نشكرك","تجبر","0.46367"
"نشكرك","قيد","0.39355"
"نشكرك","ينتصر","0.32427"
"نشكرك","قادر","0.47875"
"نشكرك","تتريق","0.44734"
"نشكرك","نشكر","0.44248"
"نشكرك","هواهم","0.54111"
"نشكرك","تسلم ايدك","0.30972"
"نشكرك","قدر","0.40696"
"نشكرك","اعتراض","0.36286"
"نشكرك","تهكم","0.30302"
"نشكرك","يشكرك","0.32643"
"نشكرك","سلام","0.30570"
"نشكرك","يشدد","0.51216"
"نشكرك","نتريق","0.30090"
"نشكرك","يشرف","0.30711"
"نشكرك","نوافق","0.46960"
"نشكرك","احيك","0.41431"
"نشكرك","توافق","0.44818"
"نشكرك","يعترض","0.51111"
"نشكرك","تحفز","0.37153"
"نشكرك","يشكر","0.39900"
"نشكرك","هجوم","0.38138"
"نشكرك","استيلاء","0.55666"
"نشكرك","تعترض","0.48600"
"نشكرك","محرض","0.35216"
"نشكرك","متحامل","0.46016"
"نشكرك","الحياد","0.36922"
"نشكرك","تتطاول","0.56842"
"نشكرك","تفو","0.38835"
"نشكرك","يصبرك","0.35175"
"نشكرك","احتجاج","0.32977"
"نشكرك","انتصر","0.41003"
"نشكرك","اعترض","0.55470"
"نشكرك","شدد","0.33049"
"نشكرك","شكرا","0.52159"
"نشكرك","نعترض","0.52574"
"نشكرك","يتفق","0.36683"
"هجص","هرتل","0.32518"
"يحمي","يخاف","0.42445"
"يحمي","صدق","0.34585"
"يحمي","يمهل و لا يهمل","0.57685"
"يحمي","يحرمنا","0.42367"
"يحمي","يحيك","0.56581"
"يحمي","يحيه","0.48105"
"يحمي","يكرم","0.39029"
"يحمي","يحفظ","0.68839"
"يحمي","يكرمك","0.59143"
"يحمي","يكرمه","0.49343"
"يحمي","الحمد","0.34888"
"يحمي","الف شكر","0.30122"
"يحمي","يحظك","0.36520"
"يحمي","شر البليه ما يضحك","0.45038"
"يحمي","يعفو","0.50622"
"يحمي","امانته","0.35572"
"يحمي","حرم","0.36988"
"يحمي","يقدرك","0.36793"
"يحمي","تعصي","0.39128"
"يحمي","موفق","0.38323"
"يحمي","جزاك الله خيرا","0.30325"
"يحمي","تكفل","0.34012"
"يحمي","يحرم","0.36826"
"يحمي","نعصي","0.37979"
"يحمي","يفضحك","0.33871"
"يحمي","مكروه","0.51460"
"يحمي","يعصي","0.44825"
"يحمي","ينصرهم","0.63697"
"يحمي","يغضب","0.35596"
"يحمي","خاف","0.35280"
"يحمي","امين","0.42688"
"يحمي","حفظ","0.62038"
"يحمي","نصر","0.33533"
"يحمي","يصلح","0.49391"
"يحمي","يقبل","0.32047"
"يحمي","الخير","0.37922"
"يحمي","حب","0.31950"
"يحمي","حق","0.33701"
"يحمي","حسبي الله ونعم الوكيل","0.43593"
"يحمي","الله يحميكم","0.30783"
"يحمي","نحبك","0.37917"
"يحمي","يخرب بيتك","0.38510"
"يحمي","خلق","0.44733"
"يحمي","يعزك","0.59032"
"يحمي","يلعن ابو","0.31716"
"يحمي","تقبل","0.46871"
"يحمي","خير","0.35589"
"يحمي","غالي","0.30286"
"يحمي","شر","0.37771"
"يحمي","رحمه","0.37223"
"يحمي","يحرسك","0.55911"
"يحمي","ظالم","0.34785"
"يحمي","الحمد لله","0.37350"
"يحمي","يحرصك","0.34605"
"يحمي","خربوا","0.30501"
"يحمي","يحفظك","0.53068"
"يحمي","يخلف","0.42750"
"يحمي","يطهر","0.38373"
"يحمي","اتق الله","0.31203"
"يحمي","ياخدك","0.55847"
"يحمي","حبيبي","0.30307"
"يحمي","يرحمك","0.53845"
"يحمي","حبيبتي","0.41802"
"يحمي","يرحمه","0.61150"
"يحمي","يشفيك","0.54288"
"يحمي","بالسلامه","0.45359"
"يحمي","يريح","0.30987"
"يحمي","عظم","0.41590"
"يحمي","اتقو الله","0.33923"
"يحمي","كريم","0.46292"
"يحمي","رحم","0.55607"
"يحمي","نستغفر","0.45493"
"يحمي","كرم","0.31126"
"يحمي","يوفقك","0.46989"
"يحمي","عظيم","0.32026"
"يحمي","قاتل","0.40701"
"يحمي","اتقي","0.55101"
"يحمي","يخليك","0.60297"
"يحمي","يسامح","0.60550"
"يحمي","نشكر","0.31547"
"يحمي","يهدي","0.62410"
"يحمي","يرحم","0.41161"
"يحمي","بيض","0.34257"
"يحمي","ينور","0.54602"
"يحمي","فضل","0.43710"
"يحمي","غضب","0.35995"
"يحمي","ينصر","0.57983"
"يحمي","قدر","0.39890"
"يحمي","يسعدك","0.52343"
"يحمي","خربو","0.30778"
"يحمي","ينعم","0.39899"
"يحمي","قبح","0.44318"
"يحمي","يخرب بيوتكم","0.51339"
"يحمي","يشرف","0.32307"
"يحمي","لعن","0.45400"
"يحمي","ينتقم","0.57532"
"يحمي","تحفظ","0.32929"
"يحمي","يشكر","0.32131"
"يحمي","حرام","0.30409"
"يحمي","يجبر","0.38643"
"يحمي","يصبر","0.45313"
"يحمي","ماشاء الله","0.41947"
"يحمي","تحمي","0.34128"
"يحمي","احسن","0.32162"
"يحمي","يبارك","0.53545"
"يحمي","يتوب","0.39863"
"يحمي","يزيح","0.30628"
"يحمي","يصبرك","0.61697"
"يحمي","سلم","0.33888"
"يحمي","يهديك","0.56094"
"يحمي","اياكم","0.49440"
"يحمي","الله اكبر","0.31347"
"يحمي","بالتوفيق","0.30236"
"يحمي","شكرا","0.34489"
"يحمي","يتمم","0.40662"
"يحمي","يحميك","0.66304"
"يخاف","صدق","0.38479"
"يخاف","يمهل و لا يهمل","0.36695"
"يخاف","يحيك","0.38829"
"يخاف","يحيه","0.41878"
"يخاف","يحفظ","0.36262"
"يخاف","بيحب","0.30217"
"يخاف","يكرمك","0.34249"
"يخاف","الحمد","0.32140"
"يخاف","يعفو","0.35056"
"يخاف","حرض","0.30955"
"يخاف","حرم","0.36284"
"يخاف","يقدرك","0.33924"
"يخاف","يصدق","0.37140"
"يخاف","يريحك","0.39739"
"يخاف","تعصي","0.31771"
"يخاف","يحرم","0.43624"
"يخاف","يعصي","0.41897"
"يخاف","ينصرهم","0.41256"
"يخاف","يغضب","0.35929"
"يخاف","حاقد","0.32148"
"يخاف","خاف","0.36884"
"يخاف","يحبك","0.37145"
"يخاف","حفظ","0.43357"
"يخاف","يعيش","0.33129"
"يخاف","يصلح","0.40949"
"يخاف","يقبل","0.38814"
"يخاف","الخير","0.36393"
"يخاف","حب","0.38250"
"يخاف","حق","0.43748"
"يخاف","حسبي الله ونعم الوكيل","0.43131"
"يخاف","وهم","0.34365"
"يخاف","يخرب بيتك","0.34611"
"يخاف","خلق","0.41058"
"يخاف","نخاف","0.35789"
"يخاف","يعزك","0.44567"
"يخاف","يلعن ابو","0.36590"
"يخاف","تقبل","0.39784"
"يخاف","خير","0.30708"
"يخاف","ضد","0.30557"
"يخاف","غالي","0.31829"
"يخاف","صح","0.33293"
"يخاف","يظلم","0.37407"
"يخاف","رحمه","0.30908"
"يخاف","يحرسك","0.33524"
"يخاف","ظالم","0.37194"
"يخاف","الحمد لله","0.35944"
"يخاف","يدعي","0.36716"
"يخاف","غلطان","0.31340"
"يخاف","همه","0.33859"
"يخاف","خربوا","0.30290"
"يخاف","يحفظك","0.30252"
"يخاف","طيب","0.37345"
"يخاف","يستحي","0.38608"
"يخاف","يتحسر","0.32256"
"يخاف","يحترم","0.34046"
"يخاف","يخلف","0.46174"
"يخاف","يطهر","0.31472"
"يخاف","اتق الله","0.30772"
"يخاف","حبيبي","0.34128"
"يخاف","يرحمك","0.38090"
"يخاف","حبيبتي","0.31889"
"يخاف","يرحمه","0.39880"
"يخاف","يشفيك","0.31434"
"يخاف","هي ناقصه","0.35723"
"يخاف","اتقي الله","0.30386"
"يخاف","عظم","0.31701"
"يخاف","كريم","0.33689"
"يخاف","يتطاول","0.36682"
"يخاف","رحم","0.39230"
"يخاف","اي كلام","0.34663"
"يخاف","يزعل","0.33531"
"يخاف","نستغفر","0.31390"
"يخاف","افضل","0.33540"
"يخاف","ماتوا","0.32621"
"يخاف","تشكر","0.30295"
"يخاف","ظلم","0.34395"
"يخاف","عظيم","0.31046"
"يخاف","قاتل","0.37944"
"يخاف","قادر","0.35098"
"يخاف","مؤمن","0.31681"
"يخاف","اتقي","0.41730"
"يخاف","تتريق","0.33993"
"يخاف","يخليك","0.37496"
"يخاف","يسامح","0.49080"
"يخاف","نشكر","0.30241"
"يخاف","صاحب","0.33397"
"يخاف","ينتحر","0.33591"
"يخاف","يهدي","0.32311"
"يخاف","يسب","0.38479"
"يخاف","هواهم","0.30920"
"يخاف","يرحم","0.31224"
"يخاف","ينور","0.38333"
"يخاف","فضل","0.39327"
"يخاف","غضب","0.31472"
"يخاف","خايف","0.30163"
"يخاف","قتل","0.31461"
"يخاف","ينسا","0.31284"
"يخاف","ينصر","0.38174"
"يخاف","قدر","0.44758"
"يخاف","عيب","0.30525"
"يخاف","اعتراض","0.31384"
"يخاف","يخش","0.36796"
"يخاف","واضح","0.31336"
"يخاف","سلام","0.30921"
"يخاف","ينعم","0.30939"
"يخاف","قبح","0.34152"
"يخاف","يخرب بيوتكم","0.37442"
"يخاف","مات","0.36444"
"يخاف","يشرف","0.34807"
"يخاف","لعن","0.34955"
"يخاف","يعترض","0.35920"
"يخاف","ينتقد","0.33300"
"يخاف","ينتقم","0.38699"
"يخاف","يحارب","0.32319"
"يخاف","يشكر","0.39061"
"يخاف","تعترض","0.31203"
"يخاف","المشكله","0.33678"
"يخاف","حرام","0.34495"
"يخاف","يجبر","0.34685"
"يخاف","يصبر","0.36455"
"يخاف","ماشاء الله","0.35749"
"يخاف","احسن","0.37835"
"يخاف","يتوب","0.32860"
"يخاف","يصبرك","0.43347"
"يخاف","سلم","0.33653"
"يخاف","يهديك","0.35453"
"يخاف","اياكم","0.35802"
"يخاف","اعترض","0.33463"
"يخاف","يدافع","0.33286"
"يخاف","شكرا","0.37244"
"يخاف","يحميك","0.35018"
"يخاف","نعترض","0.33895"
"يخاف","يتفق","0.30776"
"شرموطه","جنس","0.45374"
"شرموطه","تتناك","0.43122"
"شرموطه","كس","0.47112"
"شرموطه","طيز","0.51838"
"شرموطه","كسه","0.31180"
"شرموطه","لبوه","0.38645"
"شرموطه","سحاق","0.46624"
"شرموطه","كسها","0.65914"
"شرموطه","بتتناك","0.36580"
"شرموطه","شراميط","0.31491"
"شرموطه","لحس","0.31009"
"جنس","تتناك","0.35262"
"جنس","كس","0.55287"
"جنس","طيز","0.72557"
"جنس","قحب","0.39745"
"جنس","سحاق","0.58193"
"جنس","بتتناك","0.36526"
"جنس","شراميط","0.41167"
"جنس","لحس","0.44960"
"منهم لله","بيحب","0.30197"
"منهم لله","يريحك","0.30774"
"منهم لله","مش فاهم حاجه","0.30585"
"منهم لله","مش كفايه","0.30540"
"منهم لله","فاتت","0.31178"
"منهم لله","ماتوا","0.34237"
"صدق","الحمد الله","0.32088"
"صدق","يمهل و لا يهمل","0.31349"
"صدق","استهبل","0.41545"
"صدق","يحيك","0.37596"
"صدق","يحيه","0.34354"
"صدق","يحفظ","0.31044"
"صدق","قله ادب","0.32545"
"صدق","بتفهم","0.32023"
"صدق","ساكت","0.30189"
"صدق","الضحك","0.30797"
"صدق","مقهور","0.32764"
"صدق","يكرمك","0.35729"
"صدق","الحمد","0.37634"
"صدق","يعفو","0.30853"
"صدق","صعب","0.31907"
"صدق","يصدق","0.37271"
"صدق","يريحك","0.40338"
"صدق","يحرم","0.31721"
"صدق","جميل","0.37305"
"صدق","حبك","0.32861"
"صدق","شرير","0.34412"
"صدق","ينصرهم","0.35078"
"صدق","نظيف","0.31358"
"صدق","مش فاهم حاجه","0.34088"
"صدق","حاقد","0.32376"
"صدق","خاف","0.31187"
"صدق","اموت","0.31399"
"صدق","سخافه","0.36996"
"صدق","يحبك","0.33822"
"صدق","حلو","0.46387"
"صدق","يضحك","0.32300"
"صدق","ضحك","0.34851"
"صدق","اسكت","0.37534"
